year,name,code,gini
2007,Brazil,BRA,0.6463626696834711
2007,China,CHN,0.472062630502598
2007,Czech Republic,CZE,0.32489714915884016
2007,Germany,DEU,0.44636104940643406
2007,France,FRA,0.4781272216821453
2007,India,IND,0.54532651265977
2007,Iraq,IRQ,0.5913397882
2007,Korea, Republic of,0.33395260996472
2007,Kuwait,KWT,0.621797922806
2007,Lebanon,LBN,0.6591754451788299
2007,Malaysia,MYS,0.5591575147374013
2007,Poland,POL,0.4288219665409094
2007,Palestine,PSE,0.616056249958718
2007,Qatar,QAT,0.621169000614
2007,Russian Federation,RUS,0.5976924168581549
2007,Slovenia,SVN,0.30652291473000004
2007,Thailand,THA,0.637002780102536
2007,Turkey,TUR,0.5618082621771421
2007,USA,USA,0.5792453216804245
2007,Yemen,YEM,0.590264947750889
