year,name,code,gini
2013,Brazil,BRA,0.6388628496853471
2013,China,CHN,0.48381992095721194
2013,Czech Republic,CZE,0.31932796210841496
2013,Germany,DEU,0.4497284070428108
2013,France,FRA,0.45967002443794647
2013,India,IND,0.6026393232060059
2013,Jordan,JOR,0.5444774121430119
2013,Korea, Republic of,0.336209137391
2013,Kuwait,KWT,0.623407777357011
2013,Lebanon,LBN,0.6649676953326091
2013,Poland,POL,0.41493309952994817
2013,Russian Federation,RUS,0.5604311020696477
2013,Thailand,THA,0.6045593351556959
2013,Turkey,TUR,0.569088776261742
2013,USA,USA,0.5915901095685407
2013,Yemen,YEM,0.590264947750889
