year,name,code,gini
2008,Brazil,BRA,0.653019136885608
2008,Cote d'Ivoire,CIV,0.6016129067148311
2008,China,CHN,0.4731534582160541
2008,Czech Republic,CZE,0.3389022967915992
2008,Germany,DEU,0.45107700045685717
2008,Egypt,EGY,0.541627680321226
2008,France,FRA,0.47627166273805566
2008,India,IND,0.5562186057177392
2008,Jordan,JOR,0.5357483121046207
2008,Korea, Republic of,0.33923573702628007
2008,Lebanon,LBN,0.6626297675081458
2008,Poland,POL,0.42633954309258115
2008,Palestine,PSE,0.592298939535946
2008,Russian Federation,RUS,0.6101200273233199
2008,Saudi Arabia,SAU,0.6090172275299999
2008,Slovenia,SVN,0.30571934878000007
2008,Thailand,THA,0.631557875278262
2008,Turkey,TUR,0.5683952896754669
2008,USA,USA,0.5773794141694353
2008,Yemen,YEM,0.590264947750889
