year,name,code,gini
2010,Brazil,BRA,0.644386478721123
2010,China,CHN,0.4836800178250946
2010,Czech Republic,CZE,0.3321426986050978
2010,Germany,DEU,0.44364717755508265
2010,Egypt,EGY,0.5182168452991871
2010,France,FRA,0.472141259539118
2010,India,IND,0.578575529473063
2010,Jordan,JOR,0.569654113831248
2010,Korea, Republic of,0.34120680149899985
2010,Lebanon,LBN,0.6615769499400019
2010,Oman,OMN,0.6545370686759999
2010,Poland,POL,0.4139321490748271
2010,Palestine,PSE,0.6103238522480332
2010,Russian Federation,RUS,0.5616826054158068
2010,Slovenia,SVN,0.32155263420000013
2010,Thailand,THA,0.6289384611263469
2010,Turkey,TUR,0.5770839192741881
2010,USA,USA,0.5863055762071039
2010,Yemen,YEM,0.590264947750889
